evento_id,estudiante_id,sesion_num,tipo_asistencia,timestamp,literal
6c6e4420-e491-45e7-b8eb-0f18c333f055,9,1,EN VIVO,2024-02-06T03:47:52.400925,
0ddfac76-7a9e-4d48-a8ae-6ae3b565d7fb,9,2,EN VIVO,2024-02-25T10:58:45.557478,
8de9ea41-57b4-4ea5-bf8d-9a6cf53251b4,9,3,GRABACIÓN,2024-03-12T15:57:11.287253,
d33959fd-ae02-47dc-bbe6-927f98a591e6,9,4,EN VIVO,2024-04-02T16:11:16.444646,
739ac6d1-fd42-42bb-a626-52b53515b2c8,10,1,SIN ASISTENCIA,2024-02-04T21:09:38.670917,
f15b2e50-0b0a-4ede-b636-f9ee208d5ed0,10,2,SIN ASISTENCIA,2024-02-25T09:07:38.475779,
8e0e729b-3362-423d-aaa5-50c87e799c82,10,3,SIN ASISTENCIA,2024-03-11T23:15:51.012500,
080d9530-fc4f-4365-bd6f-e56120d74c14,10,4,SIN ASISTENCIA,2024-04-01T15:39:20.401395,
d2b8cfd5-c203-4d59-a6e0-db2054d84f13,11,1,GRABACIÓN,2024-02-05T12:19:59.468617,
1ffbaed7-5fa2-433c-9759-937250679858,11,2,EN VIVO,2024-02-22T03:46:10.440497,
cf5c3566-99b1-40b0-b7bf-0592e042fd3a,11,3,SIN ASISTENCIA,2024-03-13T04:52:52.996448,
6040d2cb-320a-4beb-b8d8-f83dd3083d4b,11,4,SIN ASISTENCIA,2024-04-01T05:23:08.016806,
6bb30a96-6723-430b-92f2-f60e6c76a9bd,12,1,GRABACIÓN,2024-02-03T23:04:00.719848,
720cc696-10e1-4f42-bd17-09c8490f5713,12,2,EN VIVO,2024-02-24T03:18:00.412027,
b1de0282-02c8-4a56-98c6-98a7e0bc5ae0,12,3,SIN ASISTENCIA,2024-03-13T00:38:15.727661,
415cc287-4ca5-4c5d-a013-f15507a0eed7,12,4,SIN ASISTENCIA,2024-04-02T19:42:06.070073,
bd384ed5-fe7d-4707-8498-b5d5d6caffed,13,1,EN VIVO,2024-02-03T16:31:56.310771,
6a0ef470-84e2-40b1-8c66-bf410eb3baa7,13,2,SIN ASISTENCIA,2024-02-22T18:09:00.282328,
8b94cb0c-9340-43ba-be90-e10b0c362771,13,3,GRABACIÓN,2024-03-14T01:50:56.258913,
268d6e9c-c821-491b-8969-09ae5d8e1191,13,4,GRABACIÓN,2024-03-31T17:41:52.421503,
f4ac9a15-b402-4019-b819-a0206dc8b0c0,14,1,EN VIVO,2024-02-06T10:27:45.175648,
09b33950-4594-48d7-b22b-2310fe133c81,14,2,GRABACIÓN,2024-02-25T09:46:29.457784,
6914c14e-d804-4bf2-8a04-06309f17e642,14,3,EN VIVO,2024-03-15T02:11:01.986719,
ee7ada50-ed84-4155-9fc7-1265e27320d4,14,4,SIN ASISTENCIA,2024-03-31T14:57:36.861332,
cec9266e-5074-4ee4-a090-0acfc2e08767,15,1,GRABACIÓN,2024-02-06T19:13:03.393192,
06f780ca-3e79-4382-aaaa-dfab15afb270,15,2,EN VIVO,2024-02-24T13:57:13.993427,
3be2f022-15bd-4e32-b334-04b67fb4b2d6,15,3,SIN ASISTENCIA,2024-03-13T05:22:44.634651,
18cc1efc-09da-41c6-a119-d932b98b4fd9,15,4,EN VIVO,2024-04-02T09:38:20.128802,
4d561d5a-39f1-4515-8a42-c3bd25dcfd1c,16,1,GRABACIÓN,2024-02-06T07:56:24.557020,
87cabd5f-1db0-4024-85b3-7c94924072f4,16,2,GRABACIÓN,2024-02-24T23:52:53.074405,
0f905b52-c964-49a6-941c-ca4deac621aa,16,3,GRABACIÓN,2024-03-12T21:47:52.775382,
439bab5a-a2eb-437c-8a16-44f76f4ec1d2,16,4,SIN ASISTENCIA,2024-04-01T10:09:48.513282,
d919e9e1-a67c-4d7b-b273-00cee7dcce74,17,1,EN VIVO,2024-02-04T00:18:18.417474,
f3de3b79-38d5-4e1d-bcb3-c9ae7d6592c4,17,2,EN VIVO,2024-02-24T04:09:28.465053,
af1921b4-ddf2-42d2-b8d3-90a3d8bedaa4,17,3,EN VIVO,2024-03-15T09:41:52.243319,
b31cd535-6289-4816-ac0b-52b4d8d95ed1,17,4,SIN ASISTENCIA,2024-03-31T19:53:27.755793,
fdc69dcc-143c-4b64-bd50-1c53d568b6a7,18,1,SIN ASISTENCIA,2024-02-04T17:45:53.920404,
4d2402c4-7a7e-400d-9b34-52f2b3ea3151,18,2,EN VIVO,2024-02-25T15:20:33.649718,
f295e968-cd71-4e8a-91ef-66a9c6a74dcf,18,3,SIN ASISTENCIA,2024-03-15T05:10:57.652731,
bae72080-7a01-4856-b0f4-1e7c31e9ddda,18,4,SIN ASISTENCIA,2024-03-31T21:34:07.414562,
b3fc9f3a-7e5a-4661-85c8-0e743fbb0755,19,1,SIN ASISTENCIA,2024-02-05T17:37:47.264998,
8176be23-e7d2-4d10-a76b-8e8549a827a7,19,2,EN VIVO,2024-02-26T00:56:27.631837,
e4f73e37-1d3e-4357-90f1-c281a449fbde,19,3,GRABACIÓN,2024-03-14T15:48:59.111869,
e6ec30d6-14ba-43dd-a2f7-36b99d1a63bf,19,4,SIN ASISTENCIA,2024-04-01T12:21:51.665598,
645eb415-0364-402d-9182-8d5766f2c3e0,20,1,SIN ASISTENCIA,2024-02-05T07:59:44.264861,
992f52f9-3aaa-4e62-b70f-ebb01e7becfe,20,2,EN VIVO,2024-02-22T12:20:38.738255,
ee9ab38b-cdac-4e74-ad48-f4c12b563e8d,20,3,GRABACIÓN,2024-03-12T23:11:49.104844,
479751de-0567-462f-87f0-5e321abb5dd6,20,4,SIN ASISTENCIA,2024-04-02T06:42:47.763521,
15c3ea3c-ec57-4394-84ff-6bd1d469bbe9,21,1,GRABACIÓN,2024-02-04T03:45:18.168699,
fd8ac581-c67c-4a1f-b350-c6e00a887d46,21,2,SIN ASISTENCIA,2024-02-24T11:48:54.654646,
23d07c95-f602-45e0-9e62-f29de0e8b7f3,21,3,SIN ASISTENCIA,2024-03-14T15:43:34.521327,
7c6bd1b4-0727-4f29-bbd8-f4ebc8af4f07,21,4,GRABACIÓN,2024-04-01T07:16:36.545112,
718a8782-5e26-4c82-9245-bb383f67cb4c,22,1,SIN ASISTENCIA,2024-02-05T12:11:26.993292,
2312924a-e0de-41f7-ac49-36b264e0ea95,22,2,SIN ASISTENCIA,2024-02-23T01:39:29.363317,
12e4ebb5-165d-4be5-b140-eb8cec02de79,22,3,EN VIVO,2024-03-13T08:02:44.087658,
9ff6f9a2-b6aa-4a0d-a8da-183dfe62a73a,22,4,SIN ASISTENCIA,2024-03-31T06:19:05.150058,
8bd8ff08-83cc-46cf-8aef-e1d6fea5cede,23,1,EN VIVO,2024-02-04T12:09:53.258554,
82c4430d-111d-4733-a91c-fd654a396d5c,23,2,EN VIVO,2024-02-23T13:14:14.335252,
69d77cdc-fa4e-4c14-a1bd-489caf8dd23c,23,3,GRABACIÓN,2024-03-12T01:37:44.816961,
86c9f2f0-b849-43bc-810d-f161f802c333,23,4,SIN ASISTENCIA,2024-03-31T06:35:57.698353,
b74a82a7-caa6-4901-b8d4-494e3a9af5b2,24,1,GRABACIÓN,2024-02-04T07:46:16.446344,
9ea0e623-c7e2-42db-803b-d70da5f648be,24,2,EN VIVO,2024-02-25T13:17:48.539830,
90ab385e-4a93-49fa-9b91-344de5d96a61,24,3,EN VIVO,2024-03-14T20:14:50.809298,
19c0baf2-843a-4813-b03b-bd06d6632e52,24,4,SIN ASISTENCIA,2024-04-01T22:25:26.092803,
0584bb66-773d-4384-95ed-dea82b2328b8,25,1,GRABACIÓN,2024-02-04T17:47:15.825320,
4814039f-930f-4bf9-ad98-58fa3e3b37d4,25,2,SIN ASISTENCIA,2024-02-22T13:55:22.877229,
c0c7ca26-5d84-4827-b737-4c8b7637eb56,25,3,GRABACIÓN,2024-03-12T22:31:09.168710,
5714bd03-e40f-4bf2-8d22-4c74d5a67308,25,4,SIN ASISTENCIA,2024-03-30T18:09:51.450215,
fa4cd424-2a4f-4bb6-98e5-ff0f8f5039e2,26,1,EN VIVO,2024-02-04T20:09:47.268358,
068fcc38-782f-46e6-8499-5bfbbc03d30e,26,2,GRABACIÓN,2024-02-24T21:26:12.232813,
c22f923f-6239-4acb-82d6-fb92b3bcee1b,26,3,GRABACIÓN,2024-03-13T15:41:25.425024,
c2dc52d5-aea5-4026-9fd3-83111e6d2d2c,26,4,GRABACIÓN,2024-03-31T11:24:18.677167,
06c34523-fd6b-47bf-8917-879e0371dc06,27,1,GRABACIÓN,2024-02-06T16:48:56.719182,
5a46840a-fdc5-4315-96d9-2925b1f2f3c1,27,2,GRABACIÓN,2024-02-24T05:42:28.705081,
80262bbe-7c45-44d3-8a59-eba4557c2121,27,3,SIN ASISTENCIA,2024-03-14T00:52:29.904280,
5a2ae4f2-fda6-4dba-a7f3-21c5fe12312f,27,4,GRABACIÓN,2024-03-30T04:43:12.001100,
56e61407-d38a-412a-896b-aa85760bbd56,28,1,GRABACIÓN,2024-02-07T01:12:19.885260,
c3904860-bca2-4349-b037-38a8d3450334,28,2,EN VIVO,2024-02-22T18:31:18.363182,
da81d24d-2e1b-4015-894b-e97290cbc5c5,28,3,SIN ASISTENCIA,2024-03-13T12:39:41.959657,
1da3f32c-9c37-4dea-8a1b-9d1c0aef4ac0,28,4,GRABACIÓN,2024-03-31T06:59:20.816266,
52b39df3-361e-457a-8707-0600b6fdee47,29,1,EN VIVO,2024-02-04T12:25:28.917886,
3d6ab7ee-92cf-4fcb-ae8f-467ae091916e,29,2,EN VIVO,2024-02-22T20:47:42.952312,
6e8c7773-dc5d-4b0c-8ef3-cf985ae48dce,29,3,EN VIVO,2024-03-15T06:44:27.605210,
41b10cd1-e586-481e-8c1c-7508441a54fa,29,4,EN VIVO,2024-04-01T15:14:02.042547,
a190f6f5-4454-4ae4-bb4a-f3e1f43a4000,30,1,EN VIVO,2024-02-05T05:00:24.374131,
2c74a016-67d8-4d0f-9978-f28844c616ee,30,2,EN VIVO,2024-02-24T05:58:05.847403,
ce2e323f-984d-4ebd-8ce1-13c76ecc2278,30,3,SIN ASISTENCIA,2024-03-12T01:12:20.157123,
976e0e13-b2e6-4d2f-a8f6-7b0446b5d9b2,30,4,SIN ASISTENCIA,2024-03-30T23:17:41.911716,
260f7296-0926-44fc-8ab1-2e27761b6ff2,31,1,EN VIVO,2024-02-05T19:24:30.399825,
320f39a8-a7ee-4486-98d7-95c906a3fdd5,31,2,GRABACIÓN,2024-02-25T11:51:27.797237,
02488745-165e-450a-a866-ed0adb89bc4a,31,3,GRABACIÓN,2024-03-12T19:02:26.952879,
ffd4e2d0-6c4a-4b7b-8d5f-3108a78cceea,31,4,SIN ASISTENCIA,2024-03-30T08:01:58.905437,
d3f55244-12c4-44d4-8ca2-440515c258ab,32,1,GRABACIÓN,2024-02-07T11:06:37.657952,
7d32d09d-df6c-46a9-a88d-fc7bd83d7eed,32,2,GRABACIÓN,2024-02-25T22:35:15.062431,
691a3b7a-501a-40ad-a6a4-69bce0903c9f,32,3,SIN ASISTENCIA,2024-03-11T12:37:50.709790,
669b3959-89da-413f-92cc-b31f5d6a313f,32,4,GRABACIÓN,2024-03-31T05:15:09.055606,
c6a6579a-286c-445d-8ad0-316a8574364d,33,1,EN VIVO,2024-02-05T06:35:57.762602,
988b98ec-c8a2-4b18-a041-c2992d255cb8,33,2,GRABACIÓN,2024-02-25T03:59:13.379230,
31e63b94-eb29-4501-9a8c-967472e3efef,33,3,SIN ASISTENCIA,2024-03-12T06:19:03.806715,
686645f6-9c89-460f-91ab-0ab5c9bc04df,33,4,SIN ASISTENCIA,2024-04-02T06:28:57.745849,
f6d96237-9255-4f9b-9fda-e7bba16086e7,34,1,EN VIVO,2024-02-06T15:05:05.451025,
52f4dcfc-b6e1-45f3-82b9-0fc4eca4f4cd,34,2,GRABACIÓN,2024-02-22T01:41:11.750466,
14390390-1a71-4822-8b52-d60fe2bba39c,34,3,SIN ASISTENCIA,2024-03-11T15:00:23.825783,
742ee471-d372-490f-91af-c8766b8c2d49,34,4,EN VIVO,2024-04-01T01:36:45.631648,
fcd39fc9-feeb-4918-b2c2-57112b768f6b,35,1,EN VIVO,2024-02-04T04:11:32.003639,
37a3e9c3-3eb1-4fc0-94d9-28136ea7596f,35,2,EN VIVO,2024-02-24T04:13:05.332708,
bb782bf1-3d94-4d71-ae30-721f4af310f3,35,3,GRABACIÓN,2024-03-12T06:47:08.310063,
3c6e29df-3ad0-4e26-b666-52bc5465634d,35,4,SIN ASISTENCIA,2024-04-02T08:18:43.874833,
45371583-18fa-4dd6-9698-edf46220e9c8,36,1,EN VIVO,2024-02-04T01:21:16.323981,
b7c34a7b-907d-4595-9d5a-b90a5ba6a2a5,36,2,EN VIVO,2024-02-22T19:53:02.743257,
c141e9c0-d6e3-46c9-a9b5-5c1c6608dac0,36,3,EN VIVO,2024-03-14T16:41:18.121630,
52faccef-0f63-4f85-baa7-0707e83b9e24,36,4,SIN ASISTENCIA,2024-03-31T16:11:56.667674,
2c43173e-8cca-4d74-9a90-3d36f67af7e1,37,1,EN VIVO,2024-02-04T18:27:26.390385,
5d3d66d8-64a0-4cc0-8119-10779bf3542e,37,2,SIN ASISTENCIA,2024-02-25T14:48:02.628852,
7bec3df2-256c-4677-851f-76024f701d26,37,3,SIN ASISTENCIA,2024-03-11T13:49:59.097239,
4fffaaaf-e247-4a0e-b733-bcf4c3bfbfce,37,4,SIN ASISTENCIA,2024-04-02T03:23:22.046173,
8e01594c-9b34-48e2-90e8-38c5d4339534,38,1,GRABACIÓN,2024-02-06T03:46:04.386877,
4baeb17d-95cf-4a30-aba8-d5692910efb3,38,2,SIN ASISTENCIA,2024-02-23T07:07:24.303382,
c031676d-3b09-4655-8b62-41e7245a8aad,38,3,EN VIVO,2024-03-14T07:32:37.882162,
d85e9ffb-ad25-4ad0-9aa2-e0b5dbc99664,38,4,EN VIVO,2024-03-31T04:41:01.845824,
1d8b5faa-1fe0-4ec5-9eb5-522ce7402f09,39,1,SIN ASISTENCIA,2024-02-06T07:16:45.719903,
b1afd966-3091-460b-a58a-cffc0489943a,39,2,SIN ASISTENCIA,2024-02-23T17:30:36.305737,
3ad9005e-d4e5-4c67-bec5-4a880a055ed6,39,3,SIN ASISTENCIA,2024-03-11T11:04:18.550255,
5475fa21-35c5-48cb-a23c-dfeedf9d0786,39,4,EN VIVO,2024-04-01T09:36:25.443675,
327478f9-a4ce-4f7f-8475-a8fbde8e4a92,40,1,EN VIVO,2024-02-04T17:39:50.431934,
2a3a6181-1f92-4217-97b8-10ce17387262,40,2,SIN ASISTENCIA,2024-02-23T06:52:08.139230,
60ad53f5-f236-4434-8a2d-00aef498dba2,40,3,SIN ASISTENCIA,2024-03-12T16:55:39.975679,
9dd10428-0daf-4e32-bb20-2b856d4a9e4c,40,4,GRABACIÓN,2024-03-30T19:01:23.191699,
915842af-3e47-4d1b-8aa2-71cae843e47a,41,1,GRABACIÓN,2024-02-07T07:25:13.261772,
379d5be8-0caf-4f96-ae72-c65aa0c411c6,41,2,SIN ASISTENCIA,2024-02-23T05:45:47.240530,
a75afb7a-60b8-4c9f-9e71-448498411c8b,41,3,EN VIVO,2024-03-14T11:35:54.209726,
1fe64cdc-7540-4862-96c1-82e5eb15767a,41,4,SIN ASISTENCIA,2024-03-31T05:06:58.165161,
b978a6d8-772d-4bae-8817-f3dceb3648b5,42,1,EN VIVO,2024-02-06T04:37:01.626152,
78d841a6-c332-427b-b9a5-03e76ebe87df,42,2,SIN ASISTENCIA,2024-02-22T09:53:26.586986,
0f37ec8f-b01e-4816-ba0e-f5f8cde2d334,42,3,EN VIVO,2024-03-14T04:37:24.131943,
21040f05-9976-4ba4-8f9c-86e4a18cc9ba,42,4,SIN ASISTENCIA,2024-03-30T18:38:01.877002,
9fa25cf9-d434-4bb3-9118-332cbf95b023,43,1,GRABACIÓN,2024-02-07T06:03:48.033301,
d6fad949-d1b2-45fa-aef0-98585e0aa5af,43,2,SIN ASISTENCIA,2024-02-23T20:05:55.067592,
6d9cae13-e722-42c4-9a35-854112254f60,43,3,SIN ASISTENCIA,2024-03-12T09:27:26.473740,
d77b7475-c4ae-436b-8285-56f14d8664ac,43,4,SIN ASISTENCIA,2024-04-02T00:43:59.891320,
49730ca2-b5f0-4432-b83c-40d009323291,44,1,SIN ASISTENCIA,2024-02-05T11:06:34.083373,
a36e8bce-46ec-4a5a-9603-56d43f96cb20,44,2,SIN ASISTENCIA,2024-02-23T10:44:16.512531,
e0d3dcfd-165c-4df5-a3d6-4c525c2ab6f7,44,3,SIN ASISTENCIA,2024-03-12T06:27:04.258981,
aec53ccd-2147-4956-8a13-a0a49ae29c3b,44,4,GRABACIÓN,2024-04-01T06:06:11.481627,
8e010a7f-2ec1-4111-b907-28eb02e6b7b9,45,1,EN VIVO,2024-02-06T21:40:18.752930,
74c5ffd2-8745-44ad-bdf6-97769c8b9659,45,2,EN VIVO,2024-02-22T17:35:13.019151,
a865322a-665a-48aa-a2af-207f35fa6368,45,3,GRABACIÓN,2024-03-13T12:42:47.147443,
d393c338-5b1a-41e6-b899-428bb1683c20,45,4,SIN ASISTENCIA,2024-04-01T09:57:57.962790,
28ef93f0-ceee-4c74-93d4-a7f1ea1f15db,46,1,SIN ASISTENCIA,2024-02-04T11:27:38.242878,
f41553ec-3b4c-4983-87ed-b6401dfed673,46,2,EN VIVO,2024-02-23T12:12:03.400488,
afc0e696-fc06-4be2-97f3-6da9aa739df2,46,3,SIN ASISTENCIA,2024-03-13T22:25:06.300909,
92ea5708-beb6-45d1-ac2e-98a7959c65c1,46,4,SIN ASISTENCIA,2024-03-29T23:56:40.731492,
dd536cbe-5de9-482a-99a8-88ea1e7a4cfb,47,1,GRABACIÓN,2024-02-07T00:58:49.230149,
1e91a593-0ccf-49dc-bcac-810a81defeac,47,2,EN VIVO,2024-02-22T18:15:03.168181,
f333a3c3-49ba-43cb-a186-ebf323a38d7b,47,3,SIN ASISTENCIA,2024-03-12T12:22:40.391721,
f6cd9c63-a1c4-4cdb-9f2b-7ffecb4bbf8e,47,4,EN VIVO,2024-04-01T08:10:53.787737,
444b6ae6-eea4-446a-af5a-33a416b0e994,48,1,EN VIVO,2024-02-05T14:23:45.700187,
acd5ad42-f2e3-4cc1-894e-8115ebbe1d83,48,2,EN VIVO,2024-02-23T23:15:23.509142,
f0c4d575-ebfa-49ac-bedb-4312f969e77a,48,3,SIN ASISTENCIA,2024-03-13T19:48:11.993389,
119b4297-b7e4-43ae-900d-8ac90e12c896,48,4,EN VIVO,2024-03-30T01:21:12.495840,
cdb74d60-89ae-4298-a336-67262a4c4484,49,1,SIN ASISTENCIA,2024-02-05T15:17:39.687466,
d4fb542d-5135-4dc4-afa6-7af56e6ce936,49,2,SIN ASISTENCIA,2024-02-23T08:37:33.644480,
7f3496be-81d2-4d5e-8d5b-5b1422729d3d,49,3,SIN ASISTENCIA,2024-03-14T12:49:33.711018,
16110649-d514-4951-8da3-d1aaae51225f,49,4,EN VIVO,2024-03-30T13:02:17.006044,
86e75b60-104c-4c61-9a5f-dec318b80d59,50,1,SIN ASISTENCIA,2024-02-06T09:31:28.055420,
0b3f1404-3715-499c-b928-d23f05c13c4e,50,2,SIN ASISTENCIA,2024-02-22T04:26:38.593142,
bc781d24-5e97-44ad-8d2c-d1655d183e87,50,3,SIN ASISTENCIA,2024-03-12T21:38:39.375294,
d7e20087-833d-4f9a-9597-884c5299b779,50,4,SIN ASISTENCIA,2024-03-31T14:43:29.360030,
41e7752f-8491-44c7-9428-869a1935f0c9,51,1,GRABACIÓN,2024-02-06T00:56:19.204178,
4c240640-b00c-475b-8d41-f9d6e1cead6c,51,2,GRABACIÓN,2024-02-24T17:37:02.329903,
5a9f4d39-0631-4722-b909-59a603a3e33e,51,3,GRABACIÓN,2024-03-14T01:37:32.699048,
df40d619-a3d7-4dab-8390-d7f6f2526043,51,4,EN VIVO,2024-03-29T22:20:54.045882,
dfdfea3e-3698-4849-b940-09804bdb34e3,52,1,EN VIVO,2024-02-04T19:32:02.965732,
374191da-986d-468e-b35e-ee89ce3eed4f,52,2,EN VIVO,2024-02-23T11:24:02.127040,
8bbe6f4f-283a-47bd-8071-e08c4ac9f5e5,52,3,EN VIVO,2024-03-15T04:16:25.100708,
a4eaed98-08e0-45f7-9b8a-3c07ab05b0e2,52,4,SIN ASISTENCIA,2024-04-01T03:55:32.516012,
a5c4ad63-5dc2-4b89-8d78-be323e729673,53,1,EN VIVO,2024-02-03T17:53:40.736834,
321f40f4-2e2b-4726-a445-2773a41a1086,53,2,GRABACIÓN,2024-02-24T06:50:43.332820,
2d469c0c-adf7-49a7-827d-bb221087251c,53,3,EN VIVO,2024-03-15T05:24:49.280454,
ba495469-e75a-48da-9696-c648168328ee,53,4,SIN ASISTENCIA,2024-04-02T03:10:06.926324,
7db2ca50-f814-4abc-93a7-64a07bc27425,54,1,SIN ASISTENCIA,2024-02-04T06:10:00.633369,
b32fe275-3718-4bc1-a69c-9fe7076f5bd6,54,2,SIN ASISTENCIA,2024-02-25T19:24:46.716710,
6e22751a-3f3f-4079-bce1-a3e6a9fc8275,54,3,SIN ASISTENCIA,2024-03-13T10:55:31.119819,
67954d75-04d5-4ac0-9db1-87f05d75b437,54,4,EN VIVO,2024-04-02T04:44:27.903336,
64f8aa22-3316-43ec-8456-6200a25223ec,55,1,SIN ASISTENCIA,2024-02-05T09:33:57.368518,
d9f45ec9-46da-4e02-8dc6-07c36bb5efa6,55,2,EN VIVO,2024-02-24T20:05:33.528803,
8b32bd43-2346-4e9e-a1b8-cf01753fb97f,55,3,SIN ASISTENCIA,2024-03-13T02:36:24.283039,
6b310f63-5162-43d2-8908-78fad3704444,55,4,SIN ASISTENCIA,2024-03-30T23:11:09.635667,
35d53a10-2e1e-42e4-92bd-c6d612ded0c6,56,1,GRABACIÓN,2024-02-06T06:39:57.320448,
0ae661a5-fbed-4d61-9256-b44f3e7fa209,56,2,SIN ASISTENCIA,2024-02-23T12:33:16.225518,
b9bc6630-da38-4920-807a-874ed20694b6,56,3,GRABACIÓN,2024-03-11T21:06:19.163843,
84593b96-64e6-4b4f-82e6-275b7eadda2e,56,4,SIN ASISTENCIA,2024-03-31T09:57:46.244718,
24734ae9-3654-42fd-afc8-fa3151ff3a4b,57,1,EN VIVO,2024-02-04T12:54:10.587607,
0fd7883f-e6fc-4484-8c59-73e8c48a8007,57,2,EN VIVO,2024-02-24T06:33:50.170355,
c45cb430-7757-4745-bdbd-094096aed47b,57,3,GRABACIÓN,2024-03-13T19:50:26.749863,
cf86ce9a-bb02-4094-b593-bc9790f696ac,57,4,EN VIVO,2024-03-30T08:31:57.327383,
640f455e-04b9-4a42-ba95-5e4f3916ab95,58,1,EN VIVO,2024-02-05T09:20:26.155053,
d5af9205-e604-4f43-aad9-77e8569cbdde,58,2,SIN ASISTENCIA,2024-02-23T05:05:00.818486,
cd486b05-2788-47de-bea7-a241a2d66c1d,58,3,SIN ASISTENCIA,2024-03-12T00:28:35.756345,
8586af46-a60c-4560-9383-e713cdb308d0,58,4,SIN ASISTENCIA,2024-04-01T13:59:29.401853,
edaf91f0-b1f3-4985-9dad-a7b529dfb377,59,1,EN VIVO,2024-02-04T06:33:00.877228,
b8026182-0f90-422e-b40b-cb82faf4a424,59,2,EN VIVO,2024-02-24T08:48:17.565369,
3452294f-c1a3-4d13-8b1e-9cb1acddc207,59,3,SIN ASISTENCIA,2024-03-13T01:53:23.934996,
587bd21a-df07-4cce-ab1e-d5d24d1aad02,59,4,GRABACIÓN,2024-04-02T02:00:48.391983,
9f0d842c-e34b-4bed-896a-d6758e0cd3e5,60,1,SIN ASISTENCIA,2024-02-05T15:29:43.056234,
404df910-a47e-4389-ad8f-77f7c5f80c86,60,2,GRABACIÓN,2024-02-24T07:06:24.001522,
7ac159b3-c0e5-46ca-a04b-9b780ddee93e,60,3,SIN ASISTENCIA,2024-03-14T00:28:57.288271,
0481d36f-caaa-4447-91dd-a4383131e84e,60,4,SIN ASISTENCIA,2024-03-31T04:14:29.800411,
